src_ip,dst_ip,protocol,length,src_port,dst_port
127.0.0.1,127.0.0.1,6,325,42252,37743
127.0.0.1,127.0.0.1,6,325,42252,37743
127.0.0.1,127.0.0.1,6,66,37743,42252
127.0.0.1,127.0.0.1,6,66,37743,42252
127.0.0.1,127.0.0.1,6,504,42252,37743
127.0.0.1,127.0.0.1,6,504,42252,37743
127.0.0.1,127.0.0.1,6,504,42252,37743
127.0.0.1,127.0.0.1,6,504,42252,37743
127.0.0.1,127.0.0.1,6,66,37743,42252
127.0.0.1,127.0.0.1,6,66,37743,42252
127.0.0.1,127.0.0.1,6,74,42252,37743
127.0.0.1,127.0.0.1,6,74,42252,37743
127.0.0.1,127.0.0.1,6,74,37743,42252
127.0.0.1,127.0.0.1,6,74,37743,42252
127.0.0.1,127.0.0.1,6,74,37743,42252
127.0.0.1,127.0.0.1,6,74,37743,42252
127.0.0.1,127.0.0.1,6,66,42252,37743
127.0.0.1,127.0.0.1,6,66,42252,37743
127.0.0.1,127.0.0.1,6,416,42252,37743
127.0.0.1,127.0.0.1,6,416,42252,37743
127.0.0.1,127.0.0.1,6,416,42252,37743
127.0.0.1,127.0.0.1,6,416,42252,37743
127.0.0.1,127.0.0.1,6,542,42252,37743
127.0.0.1,127.0.0.1,6,542,42252,37743
127.0.0.1,127.0.0.1,6,66,37743,42252
127.0.0.1,127.0.0.1,6,66,37743,42252
127.0.0.1,127.0.0.1,6,334,42252,37743
127.0.0.1,127.0.0.1,6,334,42252,37743
127.0.0.1,127.0.0.1,6,66,37743,42252
127.0.0.1,127.0.0.1,6,66,37743,42252
127.0.0.1,127.0.0.1,6,334,42252,37743
127.0.0.1,127.0.0.1,6,334,42252,37743
127.0.0.1,127.0.0.1,6,86,42252,37743
127.0.0.1,127.0.0.1,6,86,42252,37743
127.0.0.1,127.0.0.1,6,66,37743,42252
127.0.0.1,127.0.0.1,6,66,37743,42252
127.0.0.1,127.0.0.1,6,82,37743,42252
127.0.0.1,127.0.0.1,6,82,37743,42252
127.0.0.1,127.0.0.1,6,82,42252,37743
127.0.0.1,127.0.0.1,6,82,42252,37743
127.0.0.1,127.0.0.1,6,1526,42252,37743
127.0.0.1,127.0.0.1,6,1526,42252,37743
127.0.0.1,127.0.0.1,6,658,42252,37743
127.0.0.1,127.0.0.1,6,658,42252,37743
127.0.0.1,127.0.0.1,6,66,37743,42252
127.0.0.1,127.0.0.1,6,66,37743,42252
127.0.0.1,127.0.0.1,6,444,37743,42252
127.0.0.1,127.0.0.1,6,444,37743,42252
127.0.0.1,127.0.0.1,6,74,42252,37743
127.0.0.1,127.0.0.1,6,74,42252,37743
127.0.0.1,127.0.0.1,6,74,37743,42252
127.0.0.1,127.0.0.1,6,74,37743,42252
127.0.0.1,127.0.0.1,6,74,37743,42252
127.0.0.1,127.0.0.1,6,74,37743,42252
127.0.0.1,127.0.0.1,6,66,42252,37743
127.0.0.1,127.0.0.1,6,66,42252,37743
127.0.0.1,127.0.0.1,6,420,42252,37743
127.0.0.1,127.0.0.1,6,420,42252,37743
127.0.0.1,127.0.0.1,6,420,42252,37743
127.0.0.1,127.0.0.1,6,420,42252,37743
127.0.0.1,127.0.0.1,6,66,37743,42252
127.0.0.1,127.0.0.1,6,66,37743,42252
127.0.0.1,127.0.0.1,6,304,42252,37743
127.0.0.1,127.0.0.1,6,304,42252,37743
127.0.0.1,127.0.0.1,6,304,42252,37743
127.0.0.1,127.0.0.1,6,304,42252,37743
127.0.0.1,127.0.0.1,6,343,42252,37743
127.0.0.1,127.0.0.1,6,343,42252,37743
127.0.0.1,127.0.0.1,6,66,37743,42252
127.0.0.1,127.0.0.1,6,66,37743,42252
127.0.0.1,127.0.0.1,6,343,42252,37743
127.0.0.1,127.0.0.1,6,343,42252,37743
127.0.0.1,127.0.0.1,6,66,37743,42252
127.0.0.1,127.0.0.1,6,66,37743,42252
127.0.0.1,127.0.0.1,6,86,42252,37743
127.0.0.1,127.0.0.1,6,86,42252,37743
127.0.0.1,127.0.0.1,6,82,37743,42252
127.0.0.1,127.0.0.1,6,82,37743,42252
127.0.0.1,127.0.0.1,6,82,42252,37743
127.0.0.1,127.0.0.1,6,82,42252,37743
127.0.0.1,127.0.0.1,6,1526,42252,37743
127.0.0.1,127.0.0.1,6,1526,42252,37743
127.0.0.1,127.0.0.1,6,651,42252,37743
127.0.0.1,127.0.0.1,6,66,37743,42252
127.0.0.1,127.0.0.1,6,651,42252,37743
127.0.0.1,127.0.0.1,6,66,37743,42252
127.0.0.1,127.0.0.1,6,448,37743,42252
127.0.0.1,127.0.0.1,6,448,37743,42252
127.0.0.1,127.0.0.1,6,74,42252,37743
127.0.0.1,127.0.0.1,6,74,42252,37743
127.0.0.1,127.0.0.1,6,74,37743,42252
127.0.0.1,127.0.0.1,6,74,37743,42252
127.0.0.1,127.0.0.1,6,74,37743,42252
127.0.0.1,127.0.0.1,6,74,37743,42252
127.0.0.1,127.0.0.1,6,66,42252,37743
127.0.0.1,127.0.0.1,6,66,42252,37743
127.0.0.1,127.0.0.1,6,472,42252,37743
127.0.0.1,127.0.0.1,6,472,42252,37743
127.0.0.1,127.0.0.1,6,472,42252,37743
127.0.0.1,127.0.0.1,6,472,42252,37743
127.0.0.1,127.0.0.1,6,66,37743,42252
127.0.0.1,127.0.0.1,6,66,37743,42252
127.0.0.1,127.0.0.1,6,66,42961,33484
127.0.0.1,127.0.0.1,6,66,42961,33484
127.0.0.1,127.0.0.1,6,104,33484,42961
127.0.0.1,127.0.0.1,6,104,33484,42961
127.0.0.1,127.0.0.1,6,66,42961,33484
127.0.0.1,127.0.0.1,6,66,42961,33484
127.0.0.1,127.0.0.1,6,96,42961,33484
127.0.0.1,127.0.0.1,6,96,42961,33484
127.0.0.1,127.0.0.1,6,66,33484,42961
127.0.0.1,127.0.0.1,6,66,33484,42961
127.0.0.1,127.0.0.1,6,83,33484,42961
127.0.0.1,127.0.0.1,6,83,33484,42961
127.0.0.1,127.0.0.1,6,105,42961,33484
127.0.0.1,127.0.0.1,6,105,42961,33484
127.0.0.1,127.0.0.1,6,93,33484,42961
127.0.0.1,127.0.0.1,6,93,33484,42961
127.0.0.1,127.0.0.1,6,322,42252,37743
127.0.0.1,127.0.0.1,6,322,42252,37743
127.0.0.1,127.0.0.1,6,322,42252,37743
127.0.0.1,127.0.0.1,6,322,42252,37743
127.0.0.1,127.0.0.1,6,558,42252,37743
127.0.0.1,127.0.0.1,6,558,42252,37743
127.0.0.1,127.0.0.1,6,66,37743,42252
127.0.0.1,127.0.0.1,6,66,37743,42252
127.0.0.1,127.0.0.1,6,298,42252,37743
127.0.0.1,127.0.0.1,6,298,42252,37743
127.0.0.1,127.0.0.1,6,66,37743,42252
127.0.0.1,127.0.0.1,6,66,37743,42252
127.0.0.1,127.0.0.1,6,298,42252,37743
127.0.0.1,127.0.0.1,6,298,42252,37743
127.0.0.1,127.0.0.1,6,339,42252,37743
127.0.0.1,127.0.0.1,6,339,42252,37743
127.0.0.1,127.0.0.1,6,66,37743,42252
127.0.0.1,127.0.0.1,6,66,37743,42252
127.0.0.1,127.0.0.1,6,339,42252,37743
127.0.0.1,127.0.0.1,6,339,42252,37743
127.0.0.1,127.0.0.1,6,358,42252,37743
127.0.0.1,127.0.0.1,6,358,42252,37743
127.0.0.1,127.0.0.1,6,66,37743,42252
127.0.0.1,127.0.0.1,6,66,37743,42252
127.0.0.1,127.0.0.1,6,358,42252,37743
127.0.0.1,127.0.0.1,6,358,42252,37743
127.0.0.1,127.0.0.1,6,86,42252,37743
127.0.0.1,127.0.0.1,6,86,42252,37743
127.0.0.1,127.0.0.1,6,66,37743,42252
127.0.0.1,127.0.0.1,6,66,37743,42252
127.0.0.1,127.0.0.1,6,82,37743,42252
127.0.0.1,127.0.0.1,6,82,37743,42252
127.0.0.1,127.0.0.1,6,82,42252,37743
127.0.0.1,127.0.0.1,6,82,42252,37743
127.0.0.1,127.0.0.1,6,307,42252,37743
127.0.0.1,127.0.0.1,6,307,42252,37743
127.0.0.1,127.0.0.1,6,66,37743,42252
127.0.0.1,127.0.0.1,6,307,42252,37743
127.0.0.1,127.0.0.1,6,66,37743,42252
127.0.0.1,127.0.0.1,6,307,42252,37743
127.0.0.1,127.0.0.1,6,1526,42252,37743
127.0.0.1,127.0.0.1,6,1526,42252,37743
127.0.0.1,127.0.0.1,6,66,37743,42252
127.0.0.1,127.0.0.1,6,66,37743,42252
127.0.0.1,127.0.0.1,6,113,42252,37743
127.0.0.1,127.0.0.1,6,113,42252,37743
127.0.0.1,127.0.0.1,6,817,42252,37743
127.0.0.1,127.0.0.1,6,817,42252,37743
127.0.0.1,127.0.0.1,6,817,42252,37743
127.0.0.1,127.0.0.1,6,817,42252,37743
127.0.0.1,127.0.0.1,6,66,37743,42252
127.0.0.1,127.0.0.1,6,66,37743,42252
127.0.0.1,127.0.0.1,6,330,37743,42252
127.0.0.1,127.0.0.1,6,330,37743,42252
127.0.0.1,127.0.0.1,6,74,42252,37743
127.0.0.1,127.0.0.1,6,74,42252,37743
127.0.0.1,127.0.0.1,6,74,37743,42252
127.0.0.1,127.0.0.1,6,74,37743,42252
127.0.0.1,127.0.0.1,6,74,37743,42252
127.0.0.1,127.0.0.1,6,74,37743,42252
127.0.0.1,127.0.0.1,6,66,42252,37743
127.0.0.1,127.0.0.1,6,66,42252,37743
127.0.0.1,127.0.0.1,6,610,42252,37743
127.0.0.1,127.0.0.1,6,610,42252,37743
127.0.0.1,127.0.0.1,6,610,42252,37743
127.0.0.1,127.0.0.1,6,610,42252,37743
127.0.0.1,127.0.0.1,6,66,37743,42252
127.0.0.1,127.0.0.1,6,66,37743,42252
127.0.0.1,127.0.0.1,6,604,42252,37743
127.0.0.1,127.0.0.1,6,604,42252,37743
127.0.0.1,127.0.0.1,6,852,42252,37743
127.0.0.1,127.0.0.1,6,852,42252,37743
127.0.0.1,127.0.0.1,6,314,42252,37743
127.0.0.1,127.0.0.1,6,314,42252,37743
127.0.0.1,127.0.0.1,6,66,37743,42252
127.0.0.1,127.0.0.1,6,66,37743,42252
127.0.0.1,127.0.0.1,6,366,42252,37743
127.0.0.1,127.0.0.1,6,366,42252,37743
127.0.0.1,127.0.0.1,6,66,37743,42252
127.0.0.1,127.0.0.1,6,66,37743,42252
127.0.0.1,127.0.0.1,6,366,42252,37743
127.0.0.1,127.0.0.1,6,366,42252,37743
127.0.0.1,127.0.0.1,6,337,42252,37743
127.0.0.1,127.0.0.1,6,337,42252,37743
127.0.0.1,127.0.0.1,6,66,37743,42252
127.0.0.1,127.0.0.1,6,66,37743,42252
127.0.0.1,127.0.0.1,6,337,42252,37743
127.0.0.1,127.0.0.1,6,337,42252,37743
127.0.0.1,127.0.0.1,6,306,42252,37743
127.0.0.1,127.0.0.1,6,306,42252,37743
127.0.0.1,127.0.0.1,6,66,37743,42252
127.0.0.1,127.0.0.1,6,66,37743,42252
127.0.0.1,127.0.0.1,6,306,42252,37743
127.0.0.1,127.0.0.1,6,306,42252,37743
127.0.0.1,127.0.0.1,6,310,42252,37743
127.0.0.1,127.0.0.1,6,310,42252,37743
127.0.0.1,127.0.0.1,6,66,37743,42252
127.0.0.1,127.0.0.1,6,66,37743,42252
127.0.0.1,127.0.0.1,6,310,42252,37743
127.0.0.1,127.0.0.1,6,310,42252,37743
127.0.0.1,127.0.0.1,6,305,42252,37743
127.0.0.1,127.0.0.1,6,305,42252,37743
127.0.0.1,127.0.0.1,6,66,37743,42252
127.0.0.1,127.0.0.1,6,66,37743,42252
127.0.0.1,127.0.0.1,6,305,42252,37743
127.0.0.1,127.0.0.1,6,305,42252,37743
127.0.0.1,127.0.0.1,6,318,42252,37743
127.0.0.1,127.0.0.1,6,318,42252,37743
127.0.0.1,127.0.0.1,6,66,37743,42252
127.0.0.1,127.0.0.1,6,66,37743,42252
127.0.0.1,127.0.0.1,6,318,42252,37743
127.0.0.1,127.0.0.1,6,318,42252,37743
127.0.0.1,127.0.0.1,6,998,42252,37743
127.0.0.1,127.0.0.1,6,998,42252,37743
127.0.0.1,127.0.0.1,6,66,37743,42252
127.0.0.1,127.0.0.1,6,66,37743,42252
127.0.0.1,127.0.0.1,6,998,42252,37743
127.0.0.1,127.0.0.1,6,998,42252,37743
127.0.0.1,127.0.0.1,6,66,42961,33484
127.0.0.1,127.0.0.1,6,66,42961,33484
127.0.0.1,127.0.0.1,6,106,33484,42961
127.0.0.1,127.0.0.1,6,106,33484,42961
127.0.0.1,127.0.0.1,6,66,42961,33484
127.0.0.1,127.0.0.1,6,66,42961,33484
127.0.0.1,127.0.0.1,6,96,42961,33484
127.0.0.1,127.0.0.1,6,96,42961,33484
127.0.0.1,127.0.0.1,6,83,33484,42961
127.0.0.1,127.0.0.1,6,83,33484,42961
127.0.0.1,127.0.0.1,6,105,42961,33484
127.0.0.1,127.0.0.1,6,105,42961,33484
127.0.0.1,127.0.0.1,6,90,42252,37743
127.0.0.1,127.0.0.1,6,90,42252,37743
127.0.0.1,127.0.0.1,6,377,42252,37743
127.0.0.1,127.0.0.1,6,66,37743,42252
127.0.0.1,127.0.0.1,6,377,42252,37743
127.0.0.1,127.0.0.1,6,66,37743,42252
127.0.0.1,127.0.0.1,6,361,42252,37743
127.0.0.1,127.0.0.1,6,361,42252,37743
127.0.0.1,127.0.0.1,6,82,37743,42252
127.0.0.1,127.0.0.1,6,82,37743,42252
127.0.0.1,127.0.0.1,6,130,37743,42252
127.0.0.1,127.0.0.1,6,130,37743,42252
127.0.0.1,127.0.0.1,6,80,37743,42252
127.0.0.1,127.0.0.1,6,80,37743,42252
127.0.0.1,127.0.0.1,6,93,33484,42961
127.0.0.1,127.0.0.1,6,66,42252,37743
127.0.0.1,127.0.0.1,6,93,33484,42961
127.0.0.1,127.0.0.1,6,66,42252,37743
127.0.0.1,127.0.0.1,6,132,42252,37743
127.0.0.1,127.0.0.1,6,132,42252,37743
127.0.0.1,127.0.0.1,6,318,42252,37743
127.0.0.1,127.0.0.1,6,318,42252,37743
127.0.0.1,127.0.0.1,6,66,37743,42252
127.0.0.1,127.0.0.1,6,66,37743,42252
127.0.0.1,127.0.0.1,6,318,42252,37743
127.0.0.1,127.0.0.1,6,318,42252,37743
127.0.0.1,127.0.0.1,6,297,42252,37743
127.0.0.1,127.0.0.1,6,297,42252,37743
127.0.0.1,127.0.0.1,6,66,37743,42252
127.0.0.1,127.0.0.1,6,66,37743,42252
127.0.0.1,127.0.0.1,6,297,42252,37743
127.0.0.1,127.0.0.1,6,297,42252,37743
127.0.0.1,127.0.0.1,6,292,42252,37743
127.0.0.1,127.0.0.1,6,292,42252,37743
127.0.0.1,127.0.0.1,6,66,37743,42252
127.0.0.1,127.0.0.1,6,66,37743,42252
127.0.0.1,127.0.0.1,6,292,42252,37743
127.0.0.1,127.0.0.1,6,292,42252,37743
127.0.0.1,127.0.0.1,6,306,42252,37743
127.0.0.1,127.0.0.1,6,306,42252,37743
127.0.0.1,127.0.0.1,6,66,37743,42252
127.0.0.1,127.0.0.1,6,66,37743,42252
127.0.0.1,127.0.0.1,6,306,42252,37743
127.0.0.1,127.0.0.1,6,306,42252,37743
127.0.0.1,127.0.0.1,6,296,42252,37743
127.0.0.1,127.0.0.1,6,296,42252,37743
127.0.0.1,127.0.0.1,6,66,37743,42252
127.0.0.1,127.0.0.1,6,66,37743,42252
127.0.0.1,127.0.0.1,6,296,42252,37743
127.0.0.1,127.0.0.1,6,296,42252,37743
127.0.0.1,127.0.0.1,6,310,42252,37743
127.0.0.1,127.0.0.1,6,310,42252,37743
127.0.0.1,127.0.0.1,6,66,37743,42252
127.0.0.1,127.0.0.1,6,66,37743,42252
127.0.0.1,127.0.0.1,6,310,42252,37743
127.0.0.1,127.0.0.1,6,310,42252,37743
127.0.0.1,127.0.0.1,6,321,42252,37743
127.0.0.1,127.0.0.1,6,321,42252,37743
127.0.0.1,127.0.0.1,6,66,37743,42252
127.0.0.1,127.0.0.1,6,66,37743,42252
127.0.0.1,127.0.0.1,6,321,42252,37743
127.0.0.1,127.0.0.1,6,321,42252,37743
127.0.0.1,127.0.0.1,6,358,42252,37743
127.0.0.1,127.0.0.1,6,358,42252,37743
127.0.0.1,127.0.0.1,6,66,37743,42252
127.0.0.1,127.0.0.1,6,66,37743,42252
127.0.0.1,127.0.0.1,6,358,42252,37743
127.0.0.1,127.0.0.1,6,358,42252,37743
127.0.0.1,127.0.0.1,6,785,42252,37743
127.0.0.1,127.0.0.1,6,785,42252,37743
127.0.0.1,127.0.0.1,6,66,37743,42252
127.0.0.1,127.0.0.1,6,66,37743,42252
127.0.0.1,127.0.0.1,6,785,42252,37743
127.0.0.1,127.0.0.1,6,785,42252,37743
127.0.0.1,127.0.0.1,6,309,42252,37743
127.0.0.1,127.0.0.1,6,309,42252,37743
127.0.0.1,127.0.0.1,6,66,37743,42252
127.0.0.1,127.0.0.1,6,66,37743,42252
127.0.0.1,127.0.0.1,6,309,42252,37743
127.0.0.1,127.0.0.1,6,309,42252,37743
127.0.0.1,127.0.0.1,6,66,42961,33484
127.0.0.1,127.0.0.1,6,66,42961,33484
127.0.0.1,127.0.0.1,6,105,33484,42961
127.0.0.1,127.0.0.1,6,105,33484,42961
127.0.0.1,127.0.0.1,6,66,42961,33484
127.0.0.1,127.0.0.1,6,66,42961,33484
127.0.0.1,127.0.0.1,6,96,42961,33484
127.0.0.1,127.0.0.1,6,96,42961,33484
127.0.0.1,127.0.0.1,6,83,33484,42961
127.0.0.1,127.0.0.1,6,83,33484,42961
127.0.0.1,127.0.0.1,6,102,42961,33484
127.0.0.1,127.0.0.1,6,102,42961,33484
127.0.0.1,127.0.0.1,6,93,33484,42961
127.0.0.1,127.0.0.1,6,93,33484,42961
127.0.0.1,127.0.0.1,6,66,37743,42252
127.0.0.1,127.0.0.1,6,66,37743,42252
127.0.0.1,127.0.0.1,6,307,42252,37743
127.0.0.1,127.0.0.1,6,307,42252,37743
127.0.0.1,127.0.0.1,6,66,37743,42252
127.0.0.1,127.0.0.1,6,319,42252,37743
127.0.0.1,127.0.0.1,6,66,37743,42252
127.0.0.1,127.0.0.1,6,319,42252,37743
127.0.0.1,127.0.0.1,6,66,37743,42252
127.0.0.1,127.0.0.1,6,66,37743,42252
127.0.0.1,127.0.0.1,6,66,42961,33484
127.0.0.1,127.0.0.1,6,66,42961,33484
127.0.0.1,127.0.0.1,6,107,33484,42961
127.0.0.1,127.0.0.1,6,107,33484,42961
127.0.0.1,127.0.0.1,6,66,42961,33484
127.0.0.1,127.0.0.1,6,66,42961,33484
127.0.0.1,127.0.0.1,6,96,42961,33484
127.0.0.1,127.0.0.1,6,96,42961,33484
127.0.0.1,127.0.0.1,6,83,33484,42961
127.0.0.1,127.0.0.1,6,83,33484,42961
127.0.0.1,127.0.0.1,6,102,42961,33484
127.0.0.1,127.0.0.1,6,102,42961,33484
127.0.0.1,127.0.0.1,6,307,42252,37743
127.0.0.1,127.0.0.1,6,307,42252,37743
127.0.0.1,127.0.0.1,6,66,37743,42252
127.0.0.1,127.0.0.1,6,319,42252,37743
127.0.0.1,127.0.0.1,6,319,42252,37743
127.0.0.1,127.0.0.1,6,66,37743,42252
127.0.0.1,127.0.0.1,6,66,37743,42252
127.0.0.1,127.0.0.1,6,66,37743,42252
127.0.0.1,127.0.0.1,6,544,42252,37743
127.0.0.1,127.0.0.1,6,544,42252,37743
127.0.0.1,127.0.0.1,6,66,37743,42252
127.0.0.1,127.0.0.1,6,66,37743,42252
127.0.0.1,127.0.0.1,6,779,42252,37743
127.0.0.1,127.0.0.1,6,779,42252,37743
127.0.0.1,127.0.0.1,6,66,37743,42252
127.0.0.1,127.0.0.1,6,66,37743,42252
127.0.0.1,127.0.0.1,6,779,42252,37743
127.0.0.1,127.0.0.1,6,779,42252,37743
127.0.0.1,127.0.0.1,6,238,42252,37743
127.0.0.1,127.0.0.1,6,238,42252,37743
127.0.0.1,127.0.0.1,6,66,37743,42252
127.0.0.1,127.0.0.1,6,66,37743,42252
127.0.0.1,127.0.0.1,6,238,42252,37743
127.0.0.1,127.0.0.1,6,238,42252,37743
127.0.0.1,127.0.0.1,6,66,37743,42252
127.0.0.1,127.0.0.1,6,66,37743,42252
127.0.0.1,127.0.0.1,6,896,42252,37743
127.0.0.1,127.0.0.1,6,896,42252,37743
127.0.0.1,127.0.0.1,6,1353,42252,37743
127.0.0.1,127.0.0.1,6,1353,42252,37743
127.0.0.1,127.0.0.1,6,66,37743,42252
127.0.0.1,127.0.0.1,6,66,37743,42252
127.0.0.1,127.0.0.1,6,66,37743,42252
127.0.0.1,127.0.0.1,6,66,37743,42252
127.0.0.1,127.0.0.1,6,813,42252,37743
127.0.0.1,127.0.0.1,6,813,42252,37743
127.0.0.1,127.0.0.1,6,66,37743,42252
127.0.0.1,127.0.0.1,6,66,37743,42252
127.0.0.1,127.0.0.1,6,66,33484,42961
127.0.0.1,127.0.0.1,6,66,33484,42961
127.0.0.1,127.0.0.1,6,900,42252,37743
127.0.0.1,127.0.0.1,6,900,42252,37743
127.0.0.1,127.0.0.1,6,66,37743,42252
127.0.0.1,127.0.0.1,6,66,37743,42252
127.0.0.1,127.0.0.1,6,900,42252,37743
127.0.0.1,127.0.0.1,6,900,42252,37743
127.0.0.1,127.0.0.1,6,328,42252,37743
127.0.0.1,127.0.0.1,6,328,42252,37743
127.0.0.1,127.0.0.1,6,66,37743,42252
127.0.0.1,127.0.0.1,6,66,37743,42252
127.0.0.1,127.0.0.1,6,328,42252,37743
127.0.0.1,127.0.0.1,6,328,42252,37743
127.0.0.1,127.0.0.1,6,66,37743,42252
127.0.0.1,127.0.0.1,6,66,37743,42252
127.0.0.1,127.0.0.1,6,378,42252,37743
127.0.0.1,127.0.0.1,6,378,42252,37743
127.0.0.1,127.0.0.1,6,66,37743,42252
127.0.0.1,127.0.0.1,6,66,37743,42252
127.0.0.1,127.0.0.1,6,378,42252,37743
127.0.0.1,127.0.0.1,6,378,42252,37743
127.0.0.1,127.0.0.1,6,66,37743,42252
127.0.0.1,127.0.0.1,6,66,37743,42252
127.0.0.1,127.0.0.1,6,338,42252,37743
127.0.0.1,127.0.0.1,6,338,42252,37743
127.0.0.1,127.0.0.1,6,66,37743,42252
127.0.0.1,127.0.0.1,6,66,37743,42252
127.0.0.1,127.0.0.1,6,338,42252,37743
127.0.0.1,127.0.0.1,6,338,42252,37743
127.0.0.1,127.0.0.1,6,66,37743,42252
127.0.0.1,127.0.0.1,6,66,37743,42252
127.0.0.1,127.0.0.1,6,370,42252,37743
127.0.0.1,127.0.0.1,6,370,42252,37743
127.0.0.1,127.0.0.1,6,66,37743,42252
127.0.0.1,127.0.0.1,6,66,37743,42252
127.0.0.1,127.0.0.1,6,578,42252,37743
127.0.0.1,127.0.0.1,6,578,42252,37743
127.0.0.1,127.0.0.1,6,66,37743,42252
127.0.0.1,127.0.0.1,6,66,37743,42252
127.0.0.1,127.0.0.1,6,274,42252,37743
127.0.0.1,127.0.0.1,6,274,42252,37743
127.0.0.1,127.0.0.1,6,66,37743,42252
127.0.0.1,127.0.0.1,6,66,37743,42252
127.0.0.1,127.0.0.1,6,481,42252,37743
127.0.0.1,127.0.0.1,6,481,42252,37743
127.0.0.1,127.0.0.1,6,66,37743,42252
127.0.0.1,127.0.0.1,6,66,37743,42252
127.0.0.1,127.0.0.1,6,481,42252,37743
127.0.0.1,127.0.0.1,6,481,42252,37743
127.0.0.1,127.0.0.1,6,66,37743,42252
127.0.0.1,127.0.0.1,6,66,37743,42252
127.0.0.1,127.0.0.1,6,86,42252,37743
127.0.0.1,127.0.0.1,6,86,42252,37743
127.0.0.1,127.0.0.1,6,66,37743,42252
127.0.0.1,127.0.0.1,6,66,37743,42252
127.0.0.1,127.0.0.1,6,82,42252,37743
127.0.0.1,127.0.0.1,6,82,42252,37743
127.0.0.1,127.0.0.1,6,82,37743,42252
127.0.0.1,127.0.0.1,6,82,37743,42252
127.0.0.1,127.0.0.1,6,367,42252,37743
127.0.0.1,127.0.0.1,6,367,42252,37743
127.0.0.1,127.0.0.1,6,367,42252,37743
127.0.0.1,127.0.0.1,6,367,42252,37743
127.0.0.1,127.0.0.1,6,66,37743,42252
127.0.0.1,127.0.0.1,6,66,37743,42252
127.0.0.1,127.0.0.1,6,86,42252,37743
127.0.0.1,127.0.0.1,6,86,42252,37743
127.0.0.1,127.0.0.1,6,82,37743,42252
127.0.0.1,127.0.0.1,6,82,37743,42252
127.0.0.1,127.0.0.1,6,82,42252,37743
127.0.0.1,127.0.0.1,6,82,42252,37743
127.0.0.1,127.0.0.1,6,369,42252,37743
127.0.0.1,127.0.0.1,6,369,42252,37743
127.0.0.1,127.0.0.1,6,66,37743,42252
127.0.0.1,127.0.0.1,6,66,37743,42252
127.0.0.1,127.0.0.1,6,1526,42252,37743
127.0.0.1,127.0.0.1,6,1526,42252,37743
127.0.0.1,127.0.0.1,6,530,42252,37743
127.0.0.1,127.0.0.1,6,530,42252,37743
127.0.0.1,127.0.0.1,6,66,37743,42252
127.0.0.1,127.0.0.1,6,66,37743,42252
127.0.0.1,127.0.0.1,6,585,42252,37743
127.0.0.1,127.0.0.1,6,585,42252,37743
127.0.0.1,127.0.0.1,6,369,37743,42252
127.0.0.1,127.0.0.1,6,369,37743,42252
127.0.0.1,127.0.0.1,6,237,37743,42252
127.0.0.1,127.0.0.1,6,237,37743,42252
127.0.0.1,127.0.0.1,6,66,42252,37743
127.0.0.1,127.0.0.1,6,66,42252,37743
127.0.0.1,127.0.0.1,6,256,37743,42252
127.0.0.1,127.0.0.1,6,256,37743,42252
127.0.0.1,127.0.0.1,6,181,37743,42252
127.0.0.1,127.0.0.1,6,181,37743,42252
127.0.0.1,127.0.0.1,6,66,42252,37743
127.0.0.1,127.0.0.1,6,66,42252,37743
127.0.0.1,127.0.0.1,6,330,37743,42252
127.0.0.1,127.0.0.1,6,330,37743,42252
127.0.0.1,127.0.0.1,6,305,42252,37743
127.0.0.1,127.0.0.1,6,305,42252,37743
127.0.0.1,127.0.0.1,6,305,42252,37743
127.0.0.1,127.0.0.1,6,305,42252,37743
127.0.0.1,127.0.0.1,6,66,37743,42252
127.0.0.1,127.0.0.1,6,66,37743,42252
127.0.0.1,127.0.0.1,6,74,42252,37743
127.0.0.1,127.0.0.1,6,74,42252,37743
127.0.0.1,127.0.0.1,6,435,42252,37743
127.0.0.1,127.0.0.1,6,435,42252,37743
127.0.0.1,127.0.0.1,6,1526,42252,37743
127.0.0.1,127.0.0.1,6,1526,42252,37743
127.0.0.1,127.0.0.1,6,291,42252,37743
127.0.0.1,127.0.0.1,6,291,42252,37743
127.0.0.1,127.0.0.1,6,66,37743,42252
127.0.0.1,127.0.0.1,6,66,37743,42252
127.0.0.1,127.0.0.1,6,74,37743,42252
127.0.0.1,127.0.0.1,6,74,37743,42252
127.0.0.1,127.0.0.1,6,74,37743,42252
127.0.0.1,127.0.0.1,6,74,37743,42252
127.0.0.1,127.0.0.1,6,66,42252,37743
127.0.0.1,127.0.0.1,6,66,42252,37743
127.0.0.1,127.0.0.1,6,74,42252,37743
127.0.0.1,127.0.0.1,6,74,42252,37743
127.0.0.1,127.0.0.1,6,337,42252,37743
127.0.0.1,127.0.0.1,6,337,42252,37743
127.0.0.1,127.0.0.1,6,66,37743,42252
127.0.0.1,127.0.0.1,6,66,37743,42252
127.0.0.1,127.0.0.1,6,337,42252,37743
127.0.0.1,127.0.0.1,6,337,42252,37743
127.0.0.1,127.0.0.1,6,86,42252,37743
127.0.0.1,127.0.0.1,6,86,42252,37743
127.0.0.1,127.0.0.1,6,66,37743,42252
127.0.0.1,127.0.0.1,6,66,37743,42252
127.0.0.1,127.0.0.1,6,82,42252,37743
127.0.0.1,127.0.0.1,6,82,42252,37743
127.0.0.1,127.0.0.1,6,82,37743,42252
